機構代碼,機構名稱,lat,lng,縣市
3801201448,耿誠中醫診所,25.000332,121.539361,臺北市
3801201475,吳明珠中醫診所,25.007887,121.538523,臺北市
3801201500,長青傳統中醫診所,24.9903383,121.5394773,臺北市
3801201546,育德堂中醫診所,24.9815387,121.5605975,臺北市
3801201582,張純龍中醫診所,25.001117,121.550622,臺北市
3801201617,安德中醫診所,24.993761,121.538943,臺北市
3801170733,健生堂中醫診所,25.026585,121.55531,臺北市
3801171829,健銨中醫診所,25.029818,121.561872,臺北市
3801171918,成功中醫診所,25.0269859,121.56679,臺北市
3801171945,聖心中醫診所,25.0204703,121.5585157,臺北市
3801172059,聖醫中醫診所,25.039231,121.577789,臺北市
3801172095,大成中醫診所,25.0436557,121.5694938,臺北市
3801172120,世芳中醫診所,25.0395684,121.5620247,臺北市
3801172148,天元中醫診所,25.03864,121.577876,臺北市
3801172193,陳士源中醫診所,25.045167,121.579374,臺北市
3701180111,聯嘉牙醫診所,25.0240379,121.52432,臺北市
3801152093,昀漾中醫診所,25.0977421,121.5240461,臺北市
3801152100,崇生中醫診所,25.0969638,121.5239711,臺北市
3801160077,人德中醫診所,25.129057,121.501224,臺北市
3801160102,順建中醫診所,25.1138657,121.5115222,臺北市
3801160184,耕德中醫診所,25.1340287,121.5008989,臺北市
3801160273,茂元中醫診所,25.1269972,121.5000109,臺北市
3801160317,華杏中醫診所,25.1145978,121.5149868,臺北市
3801100320,高國良中醫診所,25.0609473,121.5203802,臺北市
3801100339,元生中醫診所,25.0550094,121.5417921,臺北市
3801100526,高麝芬中醫診所,25.0480322,121.5278518,臺北市
3801100599,立生中醫診所,25.0485744,121.5323996,臺北市
3801100679,朝暉中醫診所,25.0599054,121.5409799,臺北市
3801100688,有聲中醫診所,25.0584159,121.5287453,臺北市
3801100713,福田中醫診所,25.060025,121.543937,臺北市
3801100848,漢明中醫診所,25.0601771,121.5387942,臺北市
3801091040,陳月琴中醫診所,25.0691749,121.5186548,臺北市
3801193987,守謙中醫診所,25.0258966,121.5003139,臺北市
3801194064,群笙中醫診所,25.032323,121.4919023,臺北市
3801161449,廣澤堂中醫診所,25.12934,121.4975259,臺北市
3801161467,東華中醫診所,25.1085569,121.520066,臺北市
3801092681,御聖堂中醫診所,25.058615,121.511371,臺北市
3701183167,拉圖牙醫診所,25.0440834,121.5256355,臺北市
3801161476,慈愛中醫診所,25.1107226,121.5153278,臺北市
3701183176,璞鼎牙醫診所,25.0455488,121.5244419,臺北市
3701183201,誠伸牙醫診所,25.033876,121.53042,臺北市
3701183229,長齡牙醫診所,25.020647,121.527364,臺北市
3701183238,琠雅牙醫診所,25.0236063,121.5226118,臺北市
3701190028,水波牙醫診所,25.0356467,121.4992294,臺北市
3701190082,高一牙醫診所,25.03579,121.5014789,臺北市
3701190117,文林牙醫診所,25.0323959,121.4919339,臺北市
3701190135,孝忠牙醫診所,25.0395488,121.5017868,臺北市
3701190153,進安牙醫診所,25.024035,121.497251,臺北市
3701190215,永亨牙醫診所,25.0295854,121.4946756,臺北市
3701190260,弘旭牙醫診所,25.0296918,121.4958917,臺北市
3701190279,信恩牙醫診所,25.0349763,121.5032138,臺北市
3701190359,潘再榮牙醫診所,25.0306875,121.4968507,臺北市
3701190386,桂林牙醫診所,25.0383529,121.4992223,臺北市
3701190395,世欣牙醫診所,25.0247577,121.4971278,臺北市
3701190402,正一牙醫診所,25.0356152,121.4938818,臺北市
3701190466,邦安牙醫診所,25.0400378,121.5018456,臺北市
3701190484,敦祥牙醫診所,25.037524,121.506024,臺北市
3701190500,明誌牙醫診所,25.0401613,121.5041886,臺北市
3701190528,佳新牙醫診所,25.0256745,121.5047438,臺北市
3701190555,青年牙醫診所,25.0256969,121.504571,臺北市
3701181010,連生牙醫診所,25.034357,121.528819,臺北市
3701181065,鼎佳牙醫診所,25.0401497,121.5317947,臺北市
3701181163,博瀚牙醫診所,25.039483,121.5285074,臺北市
3701181172,仁安牙醫診所,25.0401497,121.5317947,臺北市
3701181190,英哲牙醫診所,25.0304251,121.5220508,臺北市
3701181261,紐約牙醫診所,25.0313824,121.5188636,臺北市
3701181289,大全牙醫診所,25.0464951,121.515575,臺北市
3701202345,喬齡牙醫診所,24.989994,121.559782,臺北市
3701202354,維新牙醫診所,24.9875845,121.5768265,臺北市
3701202363,景美喜信牙醫診所,24.993881,121.545458,臺北市
3701202381,廣泉牙醫診所,25.0004947,121.5557998,臺北市
3701170713,星光牙醫診所,25.024134,121.55513,臺北市
3701170740,賴獻章牙醫診所,25.0425069,121.568852,臺北市
3701170759,永齡牙醫診所,25.040684,121.575788,臺北市
3701170795,成品牙醫診所,25.0281295,121.5633673,臺北市
3701170839,正揚牙醫診所,25.0365624,121.5594319,臺北市
3701170848,大春牙醫診所,25.0209583,121.5571867,臺北市
3701170893,富陽牙醫診所,25.0211919,121.5563795,臺北市
3701170900,松志牙醫診所,25.035372,121.574313,臺北市
3701170937,陳彥傑牙醫診所,25.026952,121.566901,臺北市
3701170964,彩虹牙醫診所,25.0373266,121.5776557,臺北市
3701180157,俊廣牙醫診所,25.0453318,121.516142,臺北市
3701180166,華山周牙醫診所,25.0436921,121.5269999,臺北市
3701180200,新光牙醫診所,25.0305769,121.517093,臺北市
3701180237,清河牙醫診所,25.034774,121.526235,臺北市
3701180255,逢生牙醫診所,25.0331972,121.5159586,臺北市
3701180264,三民牙醫診所,25.0253442,121.5172164,臺北市
3701180282,名華牙醫診所,25.0273711,121.5101612,臺北市
3701180317,同泰牙醫診所,25.0247026,121.5208472,臺北市
3701180344,康平牙醫診所,25.034709,121.526367,臺北市
3701180442,新欣牙醫診所,25.0403299,121.5320973,臺北市
3701180497,鐘牙醫診所,25.028349,121.515504,臺北市
3701180586,聯合牙醫診所,25.030877,121.516776,臺北市
3701170973,佳曏牙醫診所,25.022072,121.569183,臺北市
3701171096,百齡牙醫診所,25.027946,121.5644653,臺北市
3701171103,上宏牙醫診所,25.034927,121.576728,臺北市
3701171167,美好牙醫診所,25.038536,121.577293,臺北市
3701171194,吳牙醫診所,25.039479,121.578037,臺北市
3701171201,萬福牙醫診所,25.0382723,121.5763281,臺北市
3701171256,莊敬牙醫診所,25.0272359,121.566786,臺北市
3701171265,佳興牙醫診所,25.0257279,121.564088,臺北市
3701171309,沈牙醫診所,25.0230175,121.5542488,臺北市
3701171336,鴻利牙醫診所,25.038423,121.575843,臺北市
3701170295,陳明繁牙醫診所,25.037964,121.5790249,臺北市
3701170302,安人牙醫診所,25.040746,121.578548,臺北市
3701160495,德祥牙醫診所,25.1313537,121.5011108,臺北市
3701160593,瑞泰牙醫診所,25.1302832,121.5012044,臺北市
3701160637,信安牙醫診所,25.1144046,121.515609,臺北市
3701160664,迦美牙醫診所,25.1363979,121.4961819,臺北市
3701160673,致遠牙醫診所,25.1091479,121.5153729,臺北市
3701160682,方圓牙醫診所,25.116901,121.515821,臺北市
3701160735,家康牙醫診所,25.1202997,121.4680055,臺北市
3701160753,林璞牙醫診所,25.118806,121.5095109,臺北市
3701160806,明德牙醫診所．,25.1063679,121.5170431,臺北市
3801161510,十方中醫診所,25.139218,121.501698,臺北市
3801161547,懸壺中醫診所,25.1162409,121.5167621,臺北市
3801161556,懷德中醫診所,25.1169939,121.5171203,臺北市
3801161565,普生中醫診所,25.1073492,121.5176863,臺北市
3801161583,康禾堂中醫診所,25.1206301,121.5057146,臺北市
3801161654,北投華夏中醫診所,25.111017,121.520747,臺北市
3801161663,逢春中醫診所,25.1302338,121.5012006,臺北市
3801161672,大易中醫診所,25.135884,121.497339,臺北市
3801161716,豐禾中醫診所,25.1109524,121.5164323,臺北市
3801161734,佳禾中醫診所,25.1140528,121.5119159,臺北市
3801170082,欣佑許寶童中醫診所,25.0440659,121.577567,臺北市
3801170144,逸安中醫診所,25.0405168,121.5624588,臺北市
3801170162,進安中醫診所,25.0462012,121.5722745,臺北市
3801150339,柏宏中醫診所,25.0911171,121.5196023,臺北市
3801150348,新長庚中醫診所,25.093077,121.5252925,臺北市
3801150384,易元堂中醫診所,25.110648,121.5285529,臺北市
3801150446,瀚儒中醫診所,25.107371,121.527989,臺北市
3801150455,天母中醫診所,25.1108626,121.5301895,臺北市
3801150491,常甡中醫診所,25.0903621,121.5262796,臺北市
3801022885,大安元氣堂中醫診所,25.0350062,121.5554796,臺北市
3801090098,正記中醫診所,25.0541858,121.5141512,臺北市
3801090132,陳欽銘中醫內科診所,25.0647499,121.514079,臺北市
3801090187,信陽中醫診所,25.0636635,121.5150852,臺北市
3801090267,陳潮宗中醫診所,25.0631125,121.5172667,臺北市
3801090310,朱華民中醫診所,25.0755384,121.5144504,臺北市
3801090356,華源堂中醫診所,25.0568466,121.5118663,臺北市
3801090463,保順中醫診所,25.0731,121.5154,臺北市
3801090570,春生堂中醫診所,25.0605369,121.51427,臺北市
3701180611,志明牙醫診所,25.0298897,121.5161246,臺北市
3801090801,一聖堂中醫診所,25.0577788,121.5206671,臺北市
3801020792,聶美華中醫診所,25.041404,121.541161,臺北市
3801020890,當代漢醫苑中醫診所,25.0422649,121.546287,臺北市
3801020934,麗華中醫診所,25.0414226,121.5448616,臺北市
3801022036,李穎哲中醫診所,25.017658,121.531683,臺北市
3801091344,全生中醫診所,25.0621449,121.513387,臺北市
3701157023,國維牙醫診所,25.1049336,121.5277324,臺北市
3701157096,鄭文彥牙醫診所,25.101273,121.522443,臺北市
3701157103,三愛牙醫診所,25.1187555,121.5342465,臺北市
3701157121,中美牙醫診所,25.1112896,121.5304933,臺北市
3701157130,天泉牙醫診所,25.115113,121.5279507,臺北市
3701157167,楊恭熙牙醫診所,25.0919137,121.5253583,臺北市
3701157176,芳川牙醫診所,25.090086,121.524147,臺北市
3701157185,宏仁牙醫診所,25.089636,121.506674,臺北市
3701157201,賓大牙醫診所,25.10839,121.525403,臺北市
3701160020,英華牙醫診所,25.114995,121.511636,臺北市
3701160066,中和牙醫診所,25.1363048,121.5062829,臺北市
3701180657,強弘牙科診所,25.0249998,121.5189772,臺北市
3701180684,快安牙醫診所,25.0272797,121.5220325,臺北市
3701180693,杏安牙醫診所,25.0224501,121.5241456,臺北市
3701180700,展光牙醫診所,25.022713,121.52555,臺北市
3701180773,金山牙醫診所,25.0337761,121.5189409,臺北市
3701180880,名一牙醫診所,25.044673,121.512086,臺北市
3701171603,國瑞牙醫診所,25.0444446,121.580952,臺北市
3701160084,永光牙醫診所,25.1217521,121.4674785,臺北市
3701160128,啟仁牙醫診所,25.1157039,121.5077389,臺北市
3701160155,五洲牙醫診所,25.1417644,121.4990285,臺北市
3701160164,倪牙醫診所,25.119493,121.505032,臺北市
3701160208,曹牙醫診所,25.1111927,121.5162908,臺北市
3701160217,宏恩牙醫診所,25.1329042,121.5004417,臺北市
3701160226,方仁牙醫診所,25.110886,121.5160489,臺北市
3701160262,益群牙醫診所,25.1166887,121.5157677,臺北市
3701160271,大程牙醫診所,25.1330522,121.5018613,臺北市
3701160315,慶全牙醫診所,25.1345921,121.5025303,臺北市
3701160351,青島牙醫診所,25.1144046,121.515609,臺北市
3701160397,幸福牙醫診所,25.1172739,121.5157647,臺北市
3701160404,長生堂牙醫診所,25.1287599,121.50128,臺北市
3701160459,樂奇牙醫診所,25.1332675,121.5012809,臺北市
3701150999,揚明牙醫診所,25.1100882,121.5367589,臺北市
3701151085,林崇民牙醫診所,25.1184916,121.5243532,臺北市
3701151110,大豐牙醫診所,25.0973662,121.5277045,臺北市
3701151192,永信牙醫診所,25.1136426,121.5268056,臺北市
3701151209,昇陽牙醫診所,25.1183536,121.5259969,臺北市
3801092798,松興堂中醫診所,25.0550711,121.5143909,臺北市
3701200878,景華牙醫診所,24.9956067,121.5467859,臺北市
3701200887,樸園牙醫診所,24.988661,121.5745499,臺北市
3701200896,陳世傑牙醫診所,25.0013639,121.5504969,臺北市
3701200903,西歐牙醫診所,25.0017867,121.5424414,臺北市
3701200912,新安牙醫診所,25.0018858,121.5550667,臺北市
3701200921,協群牙醫診所,24.9847057,121.5586221,臺北市
3701200949,雅田牙醫診所,24.99477,121.544836,臺北市
3701171658,明清牙醫診所,25.034516,121.576111,臺北市
3701171667,健家牙醫診所,25.0277419,121.5642038,臺北市
3701171710,郭牙醫診所,25.039362,121.576012,臺北市
3701171792,松華牙醫診所,25.04072,121.573744,臺北市
3701172879,吳興牙醫診所,25.0230929,121.569765,臺北市
3701172931,優品牙醫診所,25.0391964,121.5780414,臺北市
3701172977,古德牙醫診所,25.0418888,121.5637249,臺北市
3701173036,聯華牙醫診所,25.0484023,121.5767575,臺北市
3701173107,東風牙醫診所,25.02979,121.561221,臺北市
3701160879,大眾牙醫診所,25.137296,121.4949211,臺北市
3701160888,永翰牙醫診所,25.1417644,121.4990285,臺北市
3701160913,李國屏牙醫診所,25.1168283,121.517306,臺北市
3701160995,啟容牙醫診所,25.1330757,121.5032345,臺北市
3701161018,新市牙醫診所,25.1320272,121.5019227,臺北市
3701161027,恆安牙醫診所,25.1235214,121.5255624,臺北市
3701161045,柏菱牙醫診所,25.135912,121.49783,臺北市
3701161054,微美牙醫診所,25.1150932,121.5088833,臺北市
3701162051,宇隆牙醫診所,25.1326843,121.5013691,臺北市
3701162097,金牙醫診所,25.1441169,121.497911,臺北市
3701162122,富群牙醫診所,25.1137775,121.5110974,臺北市
3701162186,明月牙醫診所,25.1300937,121.4986326,臺北市
3701162195,京品牙醫診所,25.1144046,121.515609,臺北市
3701162211,禾睿牙醫診所,25.1145778,121.5149997,臺北市
3701162220,廖峻宏牙醫診所,25.134926,121.499775,臺北市
3701162248,陽明牙醫診所,25.1191116,121.5116191,臺北市
3701170053,達新牙醫診所,25.040586,121.577617,臺北市
3701170106,錫口牙醫診所,25.045297,121.576243,臺北市
3701170133,福德牙醫診所,25.038894,121.577215,臺北市
3701170197,松山仁祥牙醫診所,25.040062,121.576651,臺北市
3701170222,唐風牙醫診所,25.0425469,121.581694,臺北市
3701170231,弘益牙醫診所,25.0370393,121.5783696,臺北市
3701170240,永吉牙醫診所,25.0461082,121.572543,臺北市
3701156731,哲瑞牙醫診所,25.0820965,121.510183,臺北市
3701156768,立宸牙醫診所,25.1101152,121.5320709,臺北市
3801010036,瑞宏中醫診所,25.0499914,121.5762751,臺北市
3801022581,萬安中醫診所,25.038836,121.556478,臺北市
3801022607,明圓中醫診所,25.0199177,121.5570101,臺北市
3801022705,育揚中醫診所,25.0251904,121.5427532,臺北市
3801022750,御絨中醫診所,25.0417413,121.5499423,臺北市
3801022787,杏霖中醫診所,25.0255676,121.540077,臺北市
3801022803,美成中醫診所,25.0415398,121.5573283,臺北市
3801022849,大安尊生堂中醫診所,25.0345004,121.5573005,臺北市
3701173116,佳和牙醫診所,25.0401289,121.577645,臺北市
3701156777,聯有牙醫診所,25.1063027,121.5250901,臺北市
3701156795,宗賢牙醫診所,25.0888261,121.5210797,臺北市
3701156875,京東牙醫診所,25.1103697,121.5339487,臺北市
3701156884,劭陽牙醫診所,25.1075406,121.5327392,臺北市
3701156919,國聯牙醫診所,25.1202134,121.5263765,臺北市
3701156928,維美牙醫診所,25.094495,121.524885,臺北市
3701156937,大偉牙醫診所,25.1206484,121.5293513,臺北市
3701156964,美加牙醫診所,25.117405,121.532031,臺北市
3701156973,正齡牙醫診所,25.0928852,121.5188818,臺北市
3701173143,滕起民牙醫診所,25.0332698,121.5576851,臺北市
3701173189,豐荷牙醫診所,25.041264,121.5678239,臺北市
3701170339,臺元牙醫診所,25.043757,121.5780272,臺北市
3701170348,美麗華牙醫診所,25.045351,121.575265,臺北市
3701170400,中光牙醫診所,25.04178,121.579181,臺北市
3701170419,林聰明牙醫診所,25.0349837,121.5576966,臺北市
3701170428,天成牙醫診所,25.044133,121.5780668,臺北市
3701170508,東群牙醫診所,25.0455679,121.579859,臺北市
3701170544,韋倫牙醫診所,25.034618,121.575638,臺北市
3701170580,尚德牙醫診所,25.045446,121.569801,臺北市
3701170633,松德牙醫診所,25.040959,121.582537,臺北市
3701170642,吉欣牙醫診所,25.04342,121.5780145,臺北市
3701170660,上林牙醫診所,25.0242492,121.5531402,臺北市
3701190868,鑫慧牙醫診所,25.0348519,121.4930659,臺北市
3701192059,保誠牙醫診所,25.0309977,121.5007244,臺北市
3701192068,白牙醫診所,25.0400197,121.506006,臺北市
3701192077,信華牙醫診所,25.0414499,121.504198,臺北市
3701192086,信元牙醫診所,25.0395489,121.5043178,臺北市
3701192095,台新園牙醫診所,25.040991,121.507521,臺北市
3701192102,艋舺牙醫診所,25.0352441,121.4962769,臺北市
3701200010,實踐牙醫診所,24.9844816,121.5608925,臺北市
3701200092,北持牙醫診所,24.98816,121.5533847,臺北市
3701200172,寶島牙醫診所,24.986045,121.587781,臺北市
3701200207,忠順牙醫診所,24.984954,121.563743,臺北市
3701200225,木新牙醫診所,24.9835909,121.567271,臺北市
3701200289,新同仁牙醫診所,24.9909799,121.5397477,臺北市
3701182955,大佳牙醫診所,25.0394795,121.5324567,臺北市
3701183005,皓齒牙醫診所,25.034273,121.5174093,臺北市
3701183032,君品牙醫診所,25.0339381,121.5073334,臺北市
3701183069,金恩牙醫診所,25.028615,121.520941,臺北市
3701183103,劉永生牙醫診所,25.0413547,121.5279327,臺北市
3701183112,西北聯合牙醫診所,25.0126247,121.5351479,臺北市
3701183130,思源牙醫診所,25.0242119,121.5241069,臺北市
